project,site,geom,longitude,latitude
NFSI_RG,S_k_7515,POINT (145.34501226646194 -35.85514051441926),145.345,-35.8551
NFSI_RG,S_k_7516,POINT (145.31734685513516 -35.83748353617892),145.3173,-35.8375
NFSI_RG,S_k_7517,POINT (144.94178271909055 -35.697483627749776),144.9418,-35.6975
NFSI_RG,S_k_7518,POINT (145.31427125532522 -35.85202659770902),145.3143,-35.852
NFSI_RG,S_k_7519,POINT (144.41420362405051 -35.814994257550495),144.4142,-35.815
NFSI_RG,S_k_7520,POINT (144.44680177853903 -35.83371824354063),144.4468,-35.8337
NFSI_RG,S_k_7521,POINT (144.27849132711705 -35.730698675593395),144.2785,-35.7307
NFSI_RG,S_k_7522,POINT (144.39109052691634 -35.83684735846763),144.3911,-35.8368
NFSI_RG,S_k_7523,POINT (144.41946737833996 -35.81510744486183),144.4195,-35.8151
NFSI_RG,S_k_7524,POINT (144.4272057675921 -35.84310655165553),144.4272,-35.8431
NFSI_RG,S_k_7525,POINT (144.45434168140773 -35.83538352244636),144.4543,-35.8354
NFSI_RG,S_k_7526,POINT (144.40989066007887 -35.63541743938242),144.4099,-35.6354
NFSI_RG,S_k_7527,POINT (144.38937690379137 -35.81652132719179),144.3894,-35.8165
NFSI_RG,S_k_7528,POINT (145.32075046637257 -35.84198454480516),145.3208,-35.842
NFSI_RG,S_k_7529,POINT (145.33607053292633 -35.84002509344938),145.3361,-35.84
NFSI_RG,S_k_7530,POINT (144.92792738032554 -35.71147069381844),144.9279,-35.7115
NFSI_RG,S_k_7531,POINT (144.9425828751875 -35.708918711075775),144.9426,-35.7089
NFSI_RG,S_k_7532,POINT (144.9200675916016 -35.699607226208826),144.9201,-35.6996
NFSI_RG,S_k_7533,POINT (144.92109194388712 -35.953864840777904),144.9211,-35.9539
NFSI_RG,S_k_7534,POINT (144.30431306243202 -35.69955400462482),144.3043,-35.6996
NFSI_RG,S_k_7535,POINT (144.54673957176777 -35.31084099582004),144.5467,-35.3108
NFSI_RG,S_k_7536,POINT (144.5950158613274 -35.329073713593864),144.595,-35.3291
NFSI_RG,S_k_7537,POINT (144.58582014645614 -35.32426600973533),144.5858,-35.3243
NFSI_RG,S_k_7538,POINT (144.60886091000648 -35.35531872126165),144.6089,-35.3553
NFSI_RG,S_k_7539,POINT (144.64745813151777 -35.351614468027925),144.6475,-35.3516
NFSI_RG,S_k_7540,POINT (144.6535819627044 -35.41332869212248),144.6536,-35.4133
NFSI_RG,S_k_7541,POINT (144.6608120096053 -35.39367350273464),144.6608,-35.3937
NFSI_RG,S_k_7542,POINT (144.63839549113933 -35.34884150105641),144.6384,-35.3488
NFSI_RG,S_k_7543,POINT (146.2542535840424 -36.011715299544065),146.2543,-36.0117
NFSI_RG,S_k_7544,POINT (145.95426958668546 -35.97463901848376),145.9543,-35.9746
NFSI_RG,S_k_7545,POINT (145.88017503868548 -35.93966647733231),145.8802,-35.9397
NFSI_RG,S_k_7546,POINT (145.78757048507666 -35.97240313696625),145.7876,-35.9724
NFSI_RG,S_k_7547,POINT (145.7200070114034 -35.94760345819841),145.72,-35.9476
NFSI_RG,S_k_7548,POINT (145.6788120309249 -35.910004967523115),145.6788,-35.91
NFSI_RG,S_k_7549,POINT (145.65367264395508 -35.89791564183868),145.6537,-35.8979
NFSI_RG,S_k_7550,POINT (145.64937544635552 -35.88475911143075),145.6494,-35.8848
NFSI_RG,S_k_7551,POINT (145.63453720580097 -35.88049836524418),145.6345,-35.8805
NFSI_RG,S_k_7552,POINT (145.6354221027742 -35.8760548548341),145.6354,-35.8761
NFSI_RG,S_k_7553,POINT (145.48886205876065 -35.803720326749655),145.4889,-35.8037
NFSI_RG,S_k_7554,POINT (143.8500432365521 -35.2900300487873),143.85,-35.29
NFSI_RG,S_k_7555,POINT (143.8471763897143 -35.28350890849567),143.8472,-35.2835
NFSI_RG,S_k_7556,POINT (143.49061262477542 -34.976582784179946),143.4906,-34.9766
NFSI_RG,S_k_7557,POINT (144.00960962460798 -35.442082943930934),144.0096,-35.4421
NFSI_RG,S_k_7558,POINT (143.95477788719572 -35.38888339081159),143.9548,-35.3889
NFSI_RG,S_k_7559,POINT (143.94675138739078 -35.367935297545884),143.9468,-35.3679
NFSI_RG,S_k_7560,POINT (143.93372774251984 -35.35650854828053),143.9337,-35.3565
NFSI_RG,S_k_7561,POINT (143.92551351919133 -35.35113779415126),143.9255,-35.3511
NFSI_RG,S_k_7562,POINT (143.92989280183247 -35.33106782384124),143.9299,-35.3311
NFSI_RG,S_k_7563,POINT (143.9101368275857 -35.32393835961058),143.9101,-35.3239
NFSI_RG,S_k_7564,POINT (143.89125478013082 -35.316550314733895),143.8913,-35.3166
NFSI_RG,S_k_7565,POINT (144.09141138170895 -35.28379523623181),144.0914,-35.2838
NFSI_RG,S_k_7566,POINT (144.0969862441495 -35.28312709537267),144.097,-35.2831
NFSI_RG,S_k_7567,POINT (144.03013810682222 -35.26886683479212),144.0301,-35.2689
NFSI_RG,S_k_7568,POINT (144.02196672197465 -35.266628875730305),144.022,-35.2666
NFSI_RG,S_k_7569,POINT (143.99451351855862 -35.26323848511782),143.9945,-35.2632
NFSI_RG,S_k_7570,POINT (144.00437400609945 -35.25495509319714),144.0044,-35.255
NFSI_RG,S_k_7571,POINT (144.0204022891976 -35.25473828677009),144.0204,-35.2547
NFSI_RG,S_k_7572,POINT (144.01453115621854 -35.25214193091094),144.0145,-35.2521
NFSI_RG,S_k_7573,POINT (144.5530625537716 -35.38923930683358),144.5531,-35.3892
NFSI_RG,S_k_7574,POINT (144.6002317151181 -35.38067598884699),144.6002,-35.3807
NFSI_RG,S_k_7575,POINT (144.60939092586628 -35.37577361153985),144.6094,-35.3758
NFSI_RG,S_k_7576,POINT (144.57698295018798 -35.37303642942677),144.577,-35.373
NFSI_RG,S_k_7577,POINT (144.60814868369272 -35.36603162436376),144.6081,-35.366
NFSI_RG,S_k_7578,POINT (144.56517392349213 -35.36351430922413),144.5652,-35.3635
NFSI_RG,S_k_7579,POINT (144.616592614985 -35.36142998256456),144.6166,-35.3614
NFSI_RG,S_k_7580,POINT (144.62621969566985 -35.35659858302197),144.6262,-35.3566
NFSI_RG,S_k_7581,POINT (144.54293193776664 -35.35342775549389),144.5429,-35.3534
NFSI_RG,S_k_7582,POINT (144.5995667434762 -35.35371012855293),144.5996,-35.3537
NFSI_RG,S_k_7583,POINT (144.57816954527476 -35.34990269461237),144.5782,-35.3499
NFSI_RG,S_k_7584,POINT (144.51797144199853 -35.34679687604934),144.518,-35.3468
NFSI_RG,S_k_7585,POINT (144.59649248673145 -35.33900980610675),144.5965,-35.339
NFSI_RG,S_k_7586,POINT (144.5068542837314 -35.331577516817745),144.5069,-35.3316
NFSI_RG,S_k_7587,POINT (144.5338776683925 -35.32408246366454),144.5339,-35.3241
NFSI_RG,S_k_7588,POINT (144.54737515974972 -35.32147263397057),144.5474,-35.3215
NFSI_RG,S_k_7589,POINT (144.531796217506 -35.31440381795164),144.5318,-35.3144
NFSI_RG,S_k_7590,POINT (144.4081071468078 -35.30929039531124),144.4081,-35.3093
NFSI_RG,S_k_7591,POINT (144.49691236498106 -35.30761983164783),144.4969,-35.3076
NFSI_RG,S_k_7592,POINT (144.5209213131165 -35.302102249475794),144.5209,-35.3021
NFSI_RG,S_k_7593,POINT (144.41173799240966 -35.289213097627275),144.4117,-35.2892
NFSI_RG,S_k_7594,POINT (144.4357499845524 -35.28812036529389),144.4357,-35.2881
NFSI_RG,S_k_7595,POINT (144.38430765007902 -35.285485821322624),144.3843,-35.2855
NFSI_RG,S_k_7596,POINT (144.37649758678552 -35.2689474084001),144.3765,-35.2689
NFSI_RG,S_k_7597,POINT (144.41752942295787 -35.265062382591225),144.4175,-35.2651
NFSI_RG,S_k_7598,POINT (144.44096468570626 -35.26320797173409),144.441,-35.2632
NFSI_RG,S_k_7599,POINT (144.49438095450358 -35.95123632484189),144.4944,-35.9512
NFSI_RG,S_k_7600,POINT (144.4435126492669 -35.89785910166571),144.4435,-35.8979
NFSI_RG,S_k_7601,POINT (144.4148301440963 -35.89044874544756),144.4148,-35.8904
NFSI_RG,S_k_7602,POINT (144.46801911251197 -35.88560671581826),144.468,-35.8856
NFSI_RG,S_k_7603,POINT (144.45211475962643 -35.87970897078581),144.4521,-35.8797
NFSI_RG,S_k_7604,POINT (144.44684457442247 -35.874486453079655),144.4468,-35.8745
NFSI_RG,S_k_7605,POINT (144.40194378394165 -35.85668643222739),144.4019,-35.8567
NFSI_RG,S_k_7606,POINT (144.44407477190057 -35.850398014860964),144.4441,-35.8504
NFSI_RG,S_k_7607,POINT (144.43034215480552 -35.848482540050284),144.4303,-35.8485
NFSI_RG,S_k_7608,POINT (144.4272057675917 -35.843106551655524),144.4272,-35.8431
NFSI_RG,S_k_7609,POINT (144.45434168140713 -35.835383522446335),144.4543,-35.8354
NFSI_RG,S_k_7610,POINT (144.4270458800865 -35.83298118235567),144.427,-35.833
NFSI_RG,S_k_7611,POINT (144.41056199427717 -35.83170757093362),144.4106,-35.8317
NFSI_RG,S_k_7612,POINT (144.41202920876202 -35.82708834008084),144.412,-35.8271
NFSI_RG,S_k_7613,POINT (144.42366318559485 -35.826689485623014),144.4237,-35.8267
NFSI_RG,S_k_7614,POINT (144.4038433660813 -35.82186425530186),144.4038,-35.8219
NFSI_RG,S_k_7615,POINT (144.3699441591039 -35.81788204795869),144.3699,-35.8179
NFSI_RG,S_k_7616,POINT (144.38937690378532 -35.81652132719641),144.3894,-35.8165
NFSI_RG,S_k_7617,POINT (144.4218008829599 -35.80180880587757),144.4218,-35.8018
NFSI_RG,S_k_7618,POINT (144.42131575284586 -35.7962822300532),144.4213,-35.7963
NFSI_RG,S_k_7619,POINT (144.42756391501987 -35.78298624470746),144.4276,-35.783
NFSI_RG,S_k_7620,POINT (144.38941834153758 -35.78010861849279),144.3894,-35.7801
NFSI_RG,S_k_7621,POINT (144.3771156757494 -35.776154312256935),144.3771,-35.7762
NFSI_RG,S_k_7622,POINT (144.4263950574273 -35.77532688895567),144.4264,-35.7753
NFSI_RG,S_k_7623,POINT (144.361276536312 -35.772490716599094),144.3613,-35.7725
NFSI_RG,S_k_7624,POINT (144.39883887200904 -35.77275071786734),144.3988,-35.7728
NFSI_RG,S_k_7625,POINT (144.3888570698945 -35.77089384999238),144.3889,-35.7709
NFSI_RG,S_k_7626,POINT (144.41297380174075 -35.76967579490271),144.413,-35.7697
NFSI_RG,S_k_7627,POINT (144.3609631490677 -35.76624667442512),144.361,-35.7662
NFSI_RG,S_k_7628,POINT (144.4242436029044 -35.766249390902885),144.4242,-35.7662
NFSI_RG,S_k_7629,POINT (144.37866874683272 -35.76254209208916),144.3787,-35.7625
NFSI_RG,S_k_7630,POINT (144.3598208468578 -35.76132739718308),144.3598,-35.7613
NFSI_RG,S_k_7631,POINT (144.38413897058962 -35.75995727233597),144.3841,-35.76
NFSI_RG,S_k_7632,POINT (144.3564057540579 -35.756925981318325),144.3564,-35.7569
NFSI_RG,S_k_7633,POINT (144.35136412902386 -35.75156929679794),144.3514,-35.7516
NFSI_RG,S_k_7634,POINT (144.37400556952963 -35.75133594108881),144.374,-35.7513
NFSI_RG,S_k_7635,POINT (144.42666851117366 -35.75174468801316),144.4267,-35.7517
NFSI_RG,S_k_7636,POINT (144.3368407804311 -35.7451014210042),144.3368,-35.7451
NFSI_RG,S_k_7637,POINT (144.36660355988002 -35.74477459579465),144.3666,-35.7448
NFSI_RG,S_k_7638,POINT (144.3492014445206 -35.743103263486596),144.3492,-35.7431
NFSI_RG,S_k_7639,POINT (144.3709969745142 -35.74061647492492),144.371,-35.7406
NFSI_RG,S_k_7640,POINT (144.41310784251726 -35.73890701425465),144.4131,-35.7389
NFSI_RG,S_k_7641,POINT (144.33928692709233 -35.73638571837679),144.3393,-35.7364
NFSI_RG,S_k_7642,POINT (144.42180940539018 -35.737850064890814),144.4218,-35.7379
NFSI_RG,S_k_7643,POINT (144.38607440825555 -35.73426633871852),144.3861,-35.7343
NFSI_RG,S_k_7644,POINT (144.38870415482006 -35.73058294006503),144.3887,-35.7306
NFSI_RG,S_k_7645,POINT (144.35374928841702 -35.72929598936312),144.3537,-35.7293
NFSI_RG,S_k_7646,POINT (144.4369248673962 -35.7250045680254),144.4369,-35.725
NFSI_RG,S_k_7647,POINT (144.38757236321737 -35.72360906322404),144.3876,-35.7236
NFSI_RG,S_k_7648,POINT (144.36481655380393 -35.72218418780504),144.3648,-35.7222
NFSI_RG,S_k_7649,POINT (144.4934801964559 -34.095108788340426),144.4935,-34.0951
NFSI_RG,S_k_7650,POINT (144.40552464734748 -35.719806490486945),144.4055,-35.7198
NFSI_RG,S_k_7651,POINT (144.35548766580706 -35.71684182661691),144.3555,-35.7168
NFSI_RG,S_k_7652,POINT (144.3814504590373 -35.71579654424902),144.3815,-35.7158
NFSI_RG,S_k_7653,POINT (144.3900570455169 -35.715550986851284),144.3901,-35.7156
NFSI_RG,S_k_7654,POINT (144.35375528963655 -35.71274774092498),144.3538,-35.7127
NFSI_RG,S_k_7655,POINT (144.98181260788326 -35.53703287965368),144.9818,-35.537
NFSI_RG,S_k_7656,POINT (145.2885106503573 -35.85223027385954),145.2885,-35.8522
NFSI_RG,S_k_7657,POINT (145.31843815637882 -35.84924529378557),145.3184,-35.8492
NFSI_RG,S_k_7658,POINT (145.28651889090673 -35.84650446656648),145.2865,-35.8465
NFSI_RG,S_k_7659,POINT (145.2626001235108 -35.84560200292978),145.2626,-35.8456
NFSI_RG,S_k_7660,POINT (145.30950797452797 -35.844287954952065),145.3095,-35.8443
NFSI_RG,S_k_7661,POINT (145.32075046637758 -35.84198454480956),145.3208,-35.842
NFSI_RG,S_k_7662,POINT (145.00686446462774 -35.83568161286174),145.0069,-35.8357
NFSI_RG,S_k_7663,POINT (145.33607053292567 -35.840025093449356),145.3361,-35.84
NFSI_RG,S_k_7664,POINT (145.16495972293893 -35.83674911467369),145.165,-35.8367
NFSI_RG,S_k_7665,POINT (145.30367324659355 -35.83751663136435),145.3037,-35.8375
NFSI_RG,S_k_7666,POINT (145.27359247060576 -35.836006368379245),145.2736,-35.836
NFSI_RG,S_k_7667,POINT (145.18500361988094 -35.83358291368058),145.185,-35.8336
NFSI_RG,S_k_7668,POINT (145.2901560623891 -35.831294040836866),145.2902,-35.8313
NFSI_RG,S_k_7669,POINT (145.20896390285387 -35.82799271447176),145.209,-35.828
NFSI_RG,S_k_7670,POINT (144.99228717710122 -35.82372911516981),144.9923,-35.8237
NFSI_RG,S_k_7671,POINT (145.23682020229845 -35.825267546062065),145.2368,-35.8253
NFSI_RG,S_k_7672,POINT (145.0006297850768 -35.81988383544675),145.0006,-35.8199
NFSI_RG,S_k_7673,POINT (145.24516498080823 -35.82332530056164),145.2452,-35.8233
NFSI_RG,S_k_7674,POINT (145.0366163968808 -35.81972003361566),145.0366,-35.8197
NFSI_RG,S_k_7675,POINT (145.10450051676543 -35.8196111309551),145.1045,-35.8196
NFSI_RG,S_k_7676,POINT (144.9854662873571 -35.81463655605882),144.9855,-35.8146
NFSI_RG,S_k_7677,POINT (145.06013613776145 -35.814269612775036),145.0601,-35.8143
NFSI_RG,S_k_7678,POINT (145.15069090408048 -35.81092852397402),145.1507,-35.8109
NFSI_RG,S_k_7679,POINT (145.2170973689542 -35.81030037483662),145.2171,-35.8103
NFSI_RG,S_k_7680,POINT (145.06518336286854 -35.80740974729445),145.0652,-35.8074
NFSI_RG,S_k_7681,POINT (145.0359110453831 -35.805222136707656),145.0359,-35.8052
NFSI_RG,S_k_7682,POINT (145.07719778748088 -35.80343782157567),145.0772,-35.8034
NFSI_RG,S_k_7683,POINT (145.13634898017207 -35.799988466697314),145.1363,-35.8
NFSI_RG,S_k_7684,POINT (145.11465222574475 -35.79892890444625),145.1147,-35.7989
NFSI_RG,S_k_7685,POINT (145.1501705288041 -35.79757869483308),145.1502,-35.7976
NFSI_RG,S_k_7686,POINT (145.0543156421146 -35.79563251207054),145.0543,-35.7956
NFSI_RG,S_k_7687,POINT (145.12299284887396 -35.79246068083718),145.123,-35.7925
NFSI_RG,S_k_7688,POINT (145.19969850749712 -35.79172286801048),145.1997,-35.7917
NFSI_RG,S_k_7689,POINT (145.00350638621813 -35.78765976533767),145.0035,-35.7877
NFSI_RG,S_k_7690,POINT (144.99411872500824 -35.78656596406772),144.9941,-35.7866
NFSI_RG,S_k_7691,POINT (145.0108460060191 -35.780380515504845),145.0108,-35.7804
NFSI_RG,S_k_7692,POINT (145.07367775920952 -35.7810251621981),145.0737,-35.781
NFSI_RG,S_k_7693,POINT (145.0565227767122 -35.776791623125874),145.0565,-35.7768
NFSI_RG,S_k_7694,POINT (145.07706746004703 -35.77624757552197),145.0771,-35.7762
NFSI_RG,S_k_7695,POINT (145.01703890188486 -35.773343302000775),145.017,-35.7733
NFSI_RG,S_k_7696,POINT (144.97033918103972 -35.769327749503276),144.9703,-35.7693
NFSI_RG,S_k_7697,POINT (145.04237521613766 -35.769530684862815),145.0424,-35.7695
NFSI_RG,S_k_7698,POINT (144.9595362973469 -35.767450166790304),144.9595,-35.7675
NFSI_RG,S_k_7699,POINT (145.08034807764244 -35.769088268179985),145.0803,-35.7691
NFSI_RG,S_k_7700,POINT (145.01183891954165 -35.76716357919656),145.0118,-35.7672
NFSI_RG,S_k_7701,POINT (145.06733561464236 -35.76561649479159),145.0673,-35.7656
NFSI_RG,S_k_7702,POINT (145.06408230928952 -35.760200436157625),145.0641,-35.7602
NFSI_RG,S_k_7703,POINT (145.01047745656592 -35.75876652800852),145.0105,-35.7588
NFSI_RG,S_k_7704,POINT (145.01991665126465 -35.754090519956655),145.0199,-35.7541
NFSI_RG,S_k_7705,POINT (144.96699360401885 -35.74910580323858),144.967,-35.7491
NFSI_RG,S_k_7706,POINT (146.57845683474287 -35.97245101052441),146.5785,-35.9725
NFSI_RG,S_k_7707,POINT (144.09648714694322 -35.118939129023694),144.0965,-35.1189
NFSI_RG,S_k_7708,POINT (144.94924874678986 -35.80967896822693),144.9492,-35.8097
NFSI_RG,S_k_7709,POINT (144.93440985932102 -35.80279023636817),144.9344,-35.8028
NFSI_RG,S_k_7710,POINT (144.9595370082555 -35.80074052810664),144.9595,-35.8007
NFSI_RG,S_k_7711,POINT (144.93785724241792 -35.79827914710524),144.9379,-35.7983
NFSI_RG,S_k_7712,POINT (144.9576646283299 -35.79823877180105),144.9577,-35.7982
NFSI_RG,S_k_7713,POINT (144.91379146762955 -35.79149066053024),144.9138,-35.7915
NFSI_RG,S_k_7714,POINT (144.96509141138114 -35.788611120987596),144.9651,-35.7886
NFSI_RG,S_k_7715,POINT (144.95057048603195 -35.77546475457769),144.9506,-35.7755
NFSI_RG,S_k_7716,POINT (144.9207843244089 -35.75919609783147),144.9208,-35.7592
NFSI_RG,S_k_7717,POINT (144.94223645322438 -35.75889808173061),144.9422,-35.7589
NFSI_RG,S_k_7718,POINT (144.91529299493314 -35.751790330574245),144.9153,-35.7518
NFSI_RG,S_k_7719,POINT (144.91280821006407 -35.74488726137457),144.9128,-35.7449
NFSI_RG,S_k_7720,POINT (144.8993227817768 -35.73713444339475),144.8993,-35.7371
NFSI_RG,S_k_7721,POINT (144.90755701078996 -35.73090479578833),144.9076,-35.7309
NFSI_RG,S_k_7722,POINT (144.91404410818743 -35.725067949852985),144.914,-35.7251
NFSI_RG,S_k_7723,POINT (144.92792738033046 -35.71147069381382),144.9279,-35.7115
NFSI_RG,S_k_7724,POINT (144.94258287518701 -35.708918711075846),144.9426,-35.7089
NFSI_RG,S_k_7725,POINT (144.9200675916009 -35.69960722620872),144.9201,-35.6996
NFSI_RG,S_k_7726,POINT (144.9352631588538 -35.69660569506924),144.9353,-35.6966
NFSI_RG,S_k_7727,POINT (144.9231660332899 -35.695189559701795),144.9232,-35.6952
NFSI_RG,S_k_7728,POINT (144.94876850872598 -35.69483545782719),144.9488,-35.6948
NFSI_RG,S_k_7729,POINT (144.9450070065619 -35.670882711979694),144.945,-35.6709
NFSI_RG,S_k_7730,POINT (144.9805857620713 -36.05031432340219),144.9806,-36.0503
NFSI_RG,S_k_7731,POINT (144.93812800862364 -36.016662918673205),144.9381,-36.0167
NFSI_RG,S_k_7732,POINT (144.9156347016721 -36.005817628612526),144.9156,-36.0058
NFSI_RG,S_k_7733,POINT (144.9400624346036 -36.004581203148625),144.9401,-36.0046
NFSI_RG,S_k_7734,POINT (144.90752762495376 -36.00278290254404),144.9075,-36.0028
NFSI_RG,S_k_7735,POINT (144.89932663781727 -36.00163894235253),144.8993,-36.0016
NFSI_RG,S_k_7736,POINT (144.90374699911982 -35.98132646728583),144.9037,-35.9813
NFSI_RG,S_k_7737,POINT (144.894461493081 -35.97475479967096),144.8945,-35.9748
NFSI_RG,S_k_7738,POINT (144.9026270228849 -35.96958856426039),144.9026,-35.9696
NFSI_RG,S_k_7739,POINT (144.90391354975202 -35.95951524994232),144.9039,-35.9595
NFSI_RG,S_k_7740,POINT (144.93822883824993 -35.959100348800455),144.9382,-35.9591
NFSI_RG,S_k_7741,POINT (144.92109194389207 -35.953864840773385),144.9211,-35.9539
NFSI_RG,S_k_7742,POINT (144.91334398707528 -35.914176162578606),144.9133,-35.9142
NFSI_RG,S_k_7743,POINT (144.92311753749405 -35.912903409436595),144.9231,-35.9129
NFSI_RG,S_k_7744,POINT (144.9512312420058 -35.90726590344795),144.9512,-35.9073
NFSI_RG,S_k_7745,POINT (144.93705639255916 -35.90227261697039),144.9371,-35.9023
NFSI_RG,S_k_7746,POINT (144.93273347888226 -35.89297667042358),144.9327,-35.893
NFSI_RG,S_k_7747,POINT (144.94654634948571 -35.88960801653082),144.9465,-35.8896
NFSI_RG,S_k_7748,POINT (144.93138999318128 -35.888410343369934),144.9314,-35.8884
NFSI_RG,S_k_7749,POINT (144.96053969243786 -35.88563685812977),144.9605,-35.8856
NFSI_RG,S_k_7750,POINT (144.95117374370392 -35.87941077262761),144.9512,-35.8794
NFSI_RG,S_k_7751,POINT (144.9647370088023 -35.87831633456443),144.9647,-35.8783
NFSI_RG,S_k_7752,POINT (144.97112689105145 -35.87401645861621),144.9711,-35.874
NFSI_RG,S_k_7753,POINT (144.9645145800431 -35.86839679272984),144.9645,-35.8684
NFSI_RG,S_k_7754,POINT (144.96570601626289 -35.86121451525793),144.9657,-35.8612
NFSI_RG,S_k_7755,POINT (144.9178486981677 -35.845845284789114),144.9178,-35.8458
NFSI_RG,S_k_7756,POINT (144.9615953989594 -35.82194130247944),144.9616,-35.8219
NFSI_RG,S_k_7757,POINT (144.9064363943046 -35.80362226207562),144.9064,-35.8036
NFSI_RG,S_k_7758,POINT (144.8345748029438 -36.09281615972496),144.8346,-36.0928
NFSI_RG,S_k_7759,POINT (144.8382895906876 -36.08816001497716),144.8383,-36.0882
NFSI_RG,S_k_7760,POINT (144.07466456638335 -35.56966849642231),144.0747,-35.5697
NFSI_RG,S_k_7761,POINT (144.10071494913296 -35.56797304418977),144.1007,-35.568
NFSI_RG,S_k_7762,POINT (144.07086810252264 -35.55881499835945),144.0709,-35.5588
NFSI_RG,S_k_7763,POINT (144.02343611185512 -35.55150571178301),144.0234,-35.5515
NFSI_RG,S_k_7764,POINT (144.04912500809235 -35.55080379594861),144.0491,-35.5508
NFSI_RG,S_k_7765,POINT (144.00251078662424 -35.54600291566706),144.0025,-35.546
NFSI_RG,S_k_7766,POINT (144.02452870506994 -35.542835489323295),144.0245,-35.5428
NFSI_RG,S_k_7767,POINT (144.04848796989074 -35.54171238158596),144.0485,-35.5417
NFSI_RG,S_k_7768,POINT (143.99858203963322 -35.53537690262414),143.9986,-35.5354
NFSI_RG,S_k_7769,POINT (144.01738605888053 -35.532339402671724),144.0174,-35.5323
NFSI_RG,S_k_7770,POINT (144.00497945865834 -35.52737214743753),144.005,-35.5274
NFSI_RG,S_k_7771,POINT (144.01466522603977 -35.524241754289676),144.0147,-35.5242
NFSI_RG,S_k_7772,POINT (144.00826074185255 -35.511456214909785),144.0083,-35.5115
NFSI_RG,S_k_7773,POINT (144.25957854980416 -35.73681257488622),144.2596,-35.7368
